item_index,name_string_id,description_string_id,name,description
212,30212,40212,MT-27 Ballistics Shoulder Pads,The MT-27 Ballistics armor was originally designed for use in militias. This mass-produced armour offers more than adequate protection for reasonable prices.
213,30213,40213,Tactical Systems Shoulder Pads,The Tactical Systems armor is the basis for the most advanced armor available today. Its unique blend of lightweight compounds and an easy to repair design has inspired many to further develop the system.
214,30214,40214,Locans Defense Shoulder Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Defense armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
215,30215,40215,Locans Ethereal Shoulder Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Systems armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
216,30216,40216,Locans Patrol Shoulder Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Patrol armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
217,30217,40217,Locans Pressured Shoulder Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Pressured armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
218,30218,40218,Pythica Special Operations Shoulder Pads,"The favorite of vehicle crewmen, scouts and certain special forces, Special Operations Armor is a hardy Dominion standard that has seen relatively little innovation since the days before handheld energy weapons."
219,30219,40219,Pythica Mobile Infantry Shoulder Pads,"Used widely by Dominion troops since the first Necar’s Field Conflict, some veterans swear by the fit and feel of this classic armor. Interlocking tensile and ceramic plates designed to make enemy ballistics nonfatal still provide mild protection against heat."
220,30220,40220,Pythica S1 Shoulder Pads,"The Pythica S1 armors have been engineered to be lighter than the Pythica Battle armor series, allowing for slightly better endurance. Based on the crystal lattice technology used in many heavier armors, this armor uses less material for a lighter wear."
221,30221,40221,Pythica Sustained Battle Shoulder Pads,"The Pythica Sustained Battle series of armor is the revolutionized self of its earlier Ceremonial versions. It provides unrivalled protection, with even higher density made possible by further research into crystal lattice technology."
222,30222,40222,NanoTech Trauma Shoulder Pads,"Originally designed by CryoTech Industries for use in front-line triages, automated injectors throughout the inner suit of this armor provide spot-treatment for wounds. This armor became combat-capable with the addition of an ablative layer above the suit."
223,30223,40223,NanoTech Scout Shoulder Pads,"Developed by CryoTech Industries to give front-line patrols a boost of endurance for long or exhausting deployments, this suit has found niche uses among those who prefer sprightliness over protective capacity."
224,30224,40224,NanoTech Voltaic Shoulder Pads,CryoTech Industries created this automated suit to address growing concerns among enlisted FDC that mission-critical bio-augmentations were failing in the middle of operations. It replaces positively charged ions with negatives in the blood via nanite injectors.
225,30225,40225,NanoTech Cognizant Shoulder Pads,"With the inevitable risk of injury during deep space mining, CryoTech Industries engineered this armor to help regain consciousness in the event of a disaster. Redeveloped with lighter wear for use in combat, this armor can help the user better keep their mind intact during a battle."
226,30226,40226,Hypobaric Shoulder Pads,"The favorite of assassins, the light Hypobaric Armor strategically releases mildly toxic muscle relaxants to steady aim and focus its wearer. This slows the user’s metabolism, reducing bioelectric output."
227,30227,40227,Metabolic Shoulder Pads,"This armor, based on CryoTech Vitality Suits, foregoes strictly legal serums for added regenerative capability, though one’s immune system rebels against these stronger synthetic drugs over time."
228,30228,40228,Venom Shoulder Pads,"Venom armor uses strong amphetamine injections to accelerate one’s metabolism, producing extra bioelectric energy, but prolonged over-oxygenation can lead to lightheadedness and ultimately panic or catatonia in its user."
229,30229,40229,Detox Combat Shoulder Pads,"Designed by enterprising Brotherhood engineers sympathetic to the plight of their front-line kin, this armor includes automated systems that suppress silly, overambitious immune responses, purging one’s resistance to combat stimulants."
230,30230,40230,Delta Powered Shoulder Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
231,30231,40231,Havoc Powered Shoulder Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
232,30232,40232,Firstborn Powered Shoulder Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
233,30233,40233,Legionnaire Powered Shoulder Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
234,30234,40234,PreMet Buffer Shoulder Pads,The need to stay in a healthy mental state during combat has caused PreMet Buffer armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
235,30235,40235,PreMet Contact Shoulder Pads,The need to stay in a healthy mental state during combat has caused PreMet Contact armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
